team_a,team_b,is_knockout,neutral_venue,elo_diff,elo_official_diff,fifa_rank_diff,form5_win_rate_diff,form10_win_rate_diff,form10_gd_diff,form10_gf_diff,avg_overall_diff,max_overall_diff,market_value_diff,avg_market_value_diff,h2h_played,h2h_win_rate_a,h2h_wc_played,h2h_wc_win_rate_a,shootout_win_rate_a,shootout_win_rate_b,shootout_win_rate_diff,avg_caps_diff,elo_a,elo_b,fifa_rank_a,fifa_rank_b,avg_overall_a,avg_overall_b,form10_wr_a,form10_wr_b,strength_score_a,strength_score_b,strength_score_diff,target,home_score,away_score,match_date,tournament
Belgium,Hungary,0,1,154.0,264.2,18,0.0,0.3,3.0,1.7,6.9,4.0,547500000.0,21057692.0,6,0.667,0,0.333,1.0,1.0,0.0,42.3,1839.8,1685.8,9,27,82.7,75.8,0.5,0.2,0.6745,0.4866,0.1878,1,1,1,1982-06-22,FIFA World Cup
Poland,Peru,0,1,-54.3,-54.3,5,0.6,0.4,1.4,1.4,6.4,13.0,0.0,0.0,2,1.0,1,1.0,0.75,0.4,0.35,0.0,1684.9,1739.2,26,31,78.7,72.3,0.6,0.2,0.5929,0.4874,0.1056,2,5,1,1982-06-22,FIFA World Cup
Russia,Scotland,0,1,-10.3,47.5,6,0.4,0.1,0.6,0.1,-5.7,-6.0,-128650000.0,-4948077.0,2,1.0,0,0.333,0.286,1.0,-0.714,-38.0,1767.5,1777.8,33,39,71.7,77.4,0.6,0.5,0.5905,0.597,-0.0065,1,2,2,1982-06-22,FIFA World Cup
Argentina,El Salvador,0,1,741.2,684.2,79,0.6,0.4,1.6,0.8,19.6,18.0,807500000.0,31057692.0,0,0.333,0,0.333,0.652,0.0,0.652,48.7,2207.0,1465.8,1,80,84.1,64.5,0.7,0.3,0.8207,0.4515,0.3691,2,2,0,1982-06-23,FIFA World Cup
Brazil,New Zealand,0,1,295.3,520.0,79,0.0,-0.2,-2.4,-2.3,15.4,7.0,896100000.0,34465385.0,0,0.333,0,0.333,0.562,0.25,0.312,3.2,2080.1,1784.8,6,85,85.3,69.9,0.5,0.7,0.7692,0.6186,0.1507,2,4,0,1982-06-23,FIFA World Cup
Italy,Cameroon,0,1,90.6,90.6,39,0.0,0.2,0.7,1.3,8.2,4.0,0.0,0.0,0,0.333,0,0.333,0.467,0.5,-0.033,0.0,1832.8,1742.2,10,49,84.4,76.2,0.7,0.5,0.6541,0.5715,0.0826,1,1,1,1982-06-23,FIFA World Cup
Algeria,Chile,0,1,87.1,44.5,12,0.6,0.6,1.7,1.0,3.6,7.0,249450000.0,9594231.0,0,0.333,0,0.333,0.467,0.5,-0.033,30.5,1802.6,1715.5,28,40,78.1,74.5,0.7,0.1,0.6686,0.4635,0.2051,2,3,2,1982-06-24,FIFA World Cup
France,Czechoslovakia,0,1,425.5,352.3,16,0.2,0.4,0.6,0.7,11.1,11.0,1523000000.0,58576923.0,17,0.294,0,0.333,0.455,1.0,-0.545,31.4,2173.2,1747.7,3,19,86.1,75.0,0.8,0.4,0.9401,0.5447,0.3954,1,1,1,1982-06-24,FIFA World Cup
Honduras,Yugoslavia,0,1,-295.8,-295.8,-62,-0.4,-0.2,-0.8,-0.9,-7.1,-7.0,0.0,0.0,0,0.333,0,0.333,0.556,0.0,0.556,0.0,1619.1,1914.9,78,16,67.9,75.0,0.6,0.8,0.5585,0.6713,-0.1128,0,0,1,1982-06-24,FIFA World Cup
England,Kuwait,0,1,717.7,637.2,133,0.8,0.9,3.7,1.9,10.2,10.0,1358200000.0,52238462.0,0,0.333,0,0.333,0.333,0.4,-0.067,32.8,2130.5,1412.8,4,137,85.2,75.0,0.9,0.0,0.9344,0.3914,0.5429,2,1,0,1982-06-25,FIFA World Cup
Germany,Austria,0,1,186.2,140.0,14,0.6,0.0,-0.1,0.1,6.5,7.0,702400000.0,27015385.0,25,0.56,3,0.667,0.75,0.0,0.75,-6.2,2032.2,1846.0,10,24,84.8,78.3,0.7,0.7,0.813,0.6753,0.1377,2,1,0,1982-06-25,FIFA World Cup
Spain,Northern Ireland,0,0,652.6,552.8,71,0.2,0.2,1.8,1.6,14.9,12.0,1222800000.0,47030769.0,5,0.6,0,0.333,0.5,1.0,-0.5,29.2,2219.8,1567.2,2,73,85.8,70.9,0.7,0.5,0.8819,0.5319,0.35,0,0,1,1982-06-25,FIFA World Cup
Austria,France,0,1,-327.2,-270.0,-21,-0.4,-0.1,0.0,-0.3,-7.8,-9.0,-1278400000.0,-49169231.0,15,0.533,1,1.0,0.0,0.455,-0.455,7.8,1846.0,2173.2,24,3,78.3,86.1,0.7,0.8,0.6753,0.9401,-0.2648,0,0,1,1982-06-28,FIFA World Cup
Poland,Belgium,0,1,-154.9,-265.1,-17,0.2,0.1,-1.5,-1.2,-4.0,-1.0,-547500000.0,-21057692.0,10,0.4,0,0.333,0.75,1.0,-0.25,-42.3,1684.9,1839.8,26,9,78.7,82.7,0.6,0.5,0.5929,0.6745,-0.0815,2,3,0,1982-06-28,FIFA World Cup
Germany,England,0,1,-98.3,-80.0,-6,0.2,-0.2,-0.7,0.0,-0.4,-1.0,-411200000.0,-15815385.0,14,0.286,2,0.5,0.75,0.333,0.417,0.3,2032.2,2130.5,10,4,84.8,85.2,0.7,0.9,0.813,0.9344,-0.1214,1,0,0,1982-06-29,FIFA World Cup
Italy,Argentina,0,1,-374.2,-317.2,-9,0.0,0.0,-0.1,0.7,0.3,1.0,-807500000.0,-31057692.0,7,0.571,2,0.5,0.467,0.652,-0.185,-48.7,1832.8,2207.0,10,1,84.4,84.1,0.7,0.7,0.6541,0.8207,-0.1665,2,2,1,1982-06-29,FIFA World Cup
Austria,Northern Ireland,0,1,278.8,262.8,49,0.0,0.2,1.2,0.9,7.4,4.0,244600000.0,9407692.0,0,0.333,0,0.333,0.0,1.0,-1.0,39.2,1846.0,1567.2,24,73,78.3,70.9,0.7,0.5,0.6753,0.5319,0.1434,1,2,2,1982-07-01,FIFA World Cup
Belgium,Russia,0,1,72.3,182.5,24,-0.4,-0.1,1.6,1.5,11.0,10.0,547500000.0,21057692.0,3,0.0,1,0.0,1.0,0.286,0.714,42.3,1839.8,1767.5,9,33,82.7,71.7,0.5,0.6,0.6745,0.5905,0.0839,0,0,1,1982-07-01,FIFA World Cup
Argentina,Brazil,0,1,126.9,120.0,5,0.0,0.2,0.5,0.2,-1.2,-1.0,-120700000.0,-4642308.0,63,0.413,2,0.0,0.652,0.562,0.09,12.9,2207.0,2080.1,1,6,84.1,85.3,0.7,0.5,0.8207,0.7692,0.0514,0,1,3,1982-07-02,FIFA World Cup
Spain,Germany,0,0,187.6,150.0,8,-0.4,0.0,0.7,0.6,1.0,1.0,275800000.0,10607692.0,11,0.273,1,0.0,0.5,0.75,-0.25,-3.9,2219.8,2032.2,2,10,85.8,84.8,0.7,0.7,0.8819,0.813,0.0688,0,1,2,1982-07-02,FIFA World Cup
France,Northern Ireland,0,1,606.0,532.8,70,0.4,0.3,1.2,1.2,15.2,13.0,1523000000.0,58576923.0,5,0.8,1,1.0,0.455,1.0,-0.545,31.4,2173.2,1567.2,3,73,86.1,70.9,0.8,0.5,0.9401,0.5319,0.4083,2,4,1,1982-07-04,FIFA World Cup
Poland,Russia,0,1,-82.6,-82.6,7,-0.2,0.0,0.1,0.3,7.0,9.0,0.0,0.0,6,0.333,0,0.333,0.75,0.286,0.464,0.0,1684.9,1767.5,26,33,78.7,71.7,0.6,0.6,0.5929,0.5905,0.0024,1,0,0,1982-07-04,FIFA World Cup
Italy,Brazil,0,1,-247.3,-197.2,-4,0.0,0.2,0.4,0.9,-0.9,0.0,-928200000.0,-35700000.0,8,0.5,3,0.333,0.467,0.562,-0.095,-35.8,1832.8,2080.1,10,6,84.4,85.3,0.7,0.5,0.6541,0.7692,-0.1151,2,3,2,1982-07-05,FIFA World Cup
Spain,England,0,0,89.3,70.0,2,-0.2,-0.2,0.0,0.6,0.6,0.0,-135400000.0,-5207692.0,14,0.286,1,1.0,0.5,0.333,0.167,-3.7,2219.8,2130.5,2,4,85.8,85.2,0.7,0.9,0.8819,0.9344,-0.0525,1,0,0,1982-07-05,FIFA World Cup
Germany,France,0,1,-141.0,-130.0,-7,0.2,-0.1,-0.1,-0.2,-1.3,-2.0,-576000000.0,-22153846.0,14,0.357,1,0.0,0.75,0.455,0.295,1.7,2032.2,2173.2,10,3,84.8,86.1,0.7,0.8,0.813,0.9401,-0.1271,1,3,3,1982-07-08,FIFA World Cup
Poland,Italy,0,1,-147.9,-147.9,-16,0.0,-0.1,-0.4,-0.6,-5.7,-1.0,0.0,0.0,7,0.143,2,0.5,0.75,0.467,0.283,0.0,1684.9,1832.8,26,10,78.7,84.4,0.6,0.7,0.5929,0.6541,-0.0612,0,0,2,1982-07-08,FIFA World Cup
Poland,France,0,1,-488.3,-415.1,-23,-0.2,-0.2,-1.1,-1.0,-7.4,-3.0,-1523000000.0,-58576923.0,7,0.143,0,0.333,0.75,0.455,0.295,-31.4,1684.9,2173.2,26,3,78.7,86.1,0.6,0.8,0.5929,0.9401,-0.3472,2,3,2,1982-07-10,FIFA World Cup
Italy,Germany,0,1,-199.4,-137.2,0,-0.4,0.0,-0.6,-0.2,-0.4,0.0,-947000000.0,-36423077.0,17,0.529,3,0.333,0.467,0.75,-0.283,-33.1,1832.8,2032.2,10,10,84.4,84.8,0.7,0.7,0.6541,0.813,-0.1589,2,3,1,1982-07-11,FIFA World Cup
Bulgaria,Italy,0,1,-434.6,-434.6,-72,-0.4,-0.5,-2.8,-1.7,-15.4,-12.0,0.0,0.0,8,0.125,0,0.333,1.0,0.467,0.533,0.0,1398.2,1832.8,82,10,69.0,84.4,0.2,0.7,0.4258,0.6541,-0.2284,1,1,1,1986-05-31,FIFA World Cup
Canada,France,0,1,-398.8,-305.0,-30,-0.6,-0.6,-1.7,-1.5,-10.4,-7.0,-1326650000.0,-51025000.0,0,0.333,0,0.333,0.375,0.455,-0.08,6.0,1774.4,2173.2,33,3,75.7,86.1,0.2,0.8,0.5267,0.9401,-0.4134,0,0,1,1986-06-01,FIFA World Cup
Spain,Brazil,0,1,139.7,90.0,4,0.0,0.2,1.7,1.7,0.5,1.0,294600000.0,11330769.0,5,0.2,4,0.25,0.5,0.562,-0.062,-6.7,2219.8,2080.1,2,6,85.8,85.3,0.7,0.5,0.8819,0.7692,0.1126,0,0,1,1986-06-01,FIFA World Cup
Argentina,South Korea,0,1,440.6,350.0,21,0.0,0.2,0.4,0.0,8.3,3.0,668450000.0,25709615.0,0,0.333,0,0.333,0.652,0.6,0.052,11.3,2207.0,1766.4,1,22,84.1,75.8,0.7,0.5,0.8207,0.593,0.2277,2,3,1,1986-06-02,FIFA World Cup
Morocco,Poland,0,1,354.6,235.1,19,0.0,0.1,0.7,0.0,1.2,1.0,447700000.0,17219231.0,3,0.333,0,0.333,0.429,0.75,-0.321,27.8,2039.5,1684.9,7,26,79.9,78.7,0.7,0.6,0.7367,0.5929,0.1438,1,0,0,1986-06-02,FIFA World Cup
Russia,Hungary,0,1,81.7,81.7,-6,0.4,0.4,1.4,0.2,-4.1,-6.0,0.0,0.0,21,0.429,1,1.0,0.286,1.0,-0.714,0.0,1767.5,1685.8,33,27,71.7,75.8,0.6,0.2,0.5905,0.4866,0.1039,2,6,0,1986-06-02,FIFA World Cup
Algeria,Northern Ireland,0,1,235.4,192.8,45,0.2,0.2,0.1,-0.1,7.2,6.0,249450000.0,9594231.0,0,0.333,0,0.333,0.467,1.0,-0.533,30.5,1802.6,1567.2,28,73,78.1,70.9,0.7,0.5,0.6686,0.5319,0.1367,1,1,1,1986-06-03,FIFA World Cup
Mexico,Belgium,0,0,119.9,-140.0,-5,0.2,0.1,-1.5,-1.9,-9.0,-9.0,-355650000.0,-13678846.0,3,0.667,1,1.0,0.5,1.0,-0.5,5.2,1959.7,1839.8,14,9,73.7,82.7,0.6,0.5,0.6511,0.6745,-0.0233,2,2,1,1986-06-03,FIFA World Cup
Portugal,England,0,1,-111.7,-40.0,-1,-0.4,-0.3,-0.5,0.4,-0.7,-1.0,-352700000.0,-13565385.0,14,0.071,1,0.0,0.625,0.333,0.292,12.4,2018.8,2130.5,5,4,84.5,85.2,0.6,0.9,0.793,0.9344,-0.1414,2,1,0,1986-06-03,FIFA World Cup
Paraguay,Iraq,0,1,163.3,95.0,1,0.0,0.1,0.7,0.3,9.0,7.0,131950000.0,5075000.0,0,0.333,0,0.333,0.462,0.733,-0.271,-5.4,1886.6,1723.3,54,55,74.9,65.9,0.5,0.4,0.612,0.5234,0.0886,2,1,0,1986-06-04,FIFA World Cup
Scotland,Denmark,0,1,-95.9,-153.7,-18,0.0,0.0,-1.1,-1.1,-1.9,2.0,128650000.0,4948077.0,9,0.889,0,0.333,1.0,0.286,0.714,38.0,1777.8,1873.7,39,21,77.4,79.3,0.5,0.5,0.597,0.5993,-0.0023,0,0,1,1986-06-04,FIFA World Cup
Uruguay,Germany,0,1,-140.7,-10.0,-6,-0.6,-0.4,-1.4,-1.4,-4.5,0.0,-587700000.0,-22603846.0,5,0.2,2,0.0,0.529,0.75,-0.221,3.2,1891.5,2032.2,16,10,80.3,84.8,0.3,0.7,0.6023,0.813,-0.2107,1,1,1,1986-06-04,FIFA World Cup
France,Russia,0,1,405.7,332.5,30,0.0,0.2,1.2,1.3,14.4,12.0,1523000000.0,58576923.0,9,0.222,0,0.333,0.455,0.286,0.169,31.4,2173.2,1767.5,3,33,86.1,71.7,0.8,0.6,0.9401,0.5905,0.3496,1,1,1,1986-06-05,FIFA World Cup
Italy,Argentina,0,1,-374.2,-317.2,-9,0.0,0.0,-0.1,0.7,0.3,1.0,-807500000.0,-31057692.0,8,0.625,3,0.667,0.467,0.652,-0.185,-48.7,1832.8,2207.0,10,1,84.4,84.1,0.7,0.7,0.6541,0.8207,-0.1665,1,1,1,1986-06-05,FIFA World Cup
South Korea,Bulgaria,0,1,368.2,401.8,60,0.4,0.3,2.5,1.0,6.8,8.0,139050000.0,5348077.0,0,0.333,0,0.333,0.6,1.0,-0.4,37.5,1766.4,1398.2,22,82,75.8,69.0,0.5,0.2,0.593,0.4258,0.1672,1,1,1,1986-06-05,FIFA World Cup
Brazil,Algeria,0,1,277.5,270.0,22,0.0,-0.2,0.0,0.0,7.2,5.0,678750000.0,26105769.0,2,1.0,0,0.333,0.562,0.467,0.095,5.3,2080.1,1802.6,6,28,85.3,78.1,0.5,0.7,0.7692,0.6686,0.1006,2,1,0,1986-06-06,FIFA World Cup
England,Morocco,0,1,91.0,130.0,3,0.2,0.2,1.0,0.8,5.3,1.0,910500000.0,35019231.0,0,0.333,0,0.333,0.333,0.429,-0.096,5.0,2130.5,2039.5,4,7,85.2,79.9,0.9,0.7,0.9344,0.7367,0.1977,1,0,0,1986-06-06,FIFA World Cup
Hungary,Canada,0,1,-88.6,-109.2,6,0.2,0.0,-0.9,0.0,0.1,1.0,-196350000.0,-7551923.0,0,0.333,0,0.333,1.0,0.375,0.625,-37.4,1685.8,1774.4,27,33,75.8,75.7,0.2,0.2,0.4866,0.5267,-0.0401,2,2,0,1986-06-06,FIFA World Cup
Mexico,Paraguay,0,0,73.1,85.0,40,0.2,0.1,0.5,-0.1,-1.2,1.0,38700000.0,1488462.0,3,0.667,0,0.333,0.5,0.462,0.038,20.5,1959.7,1886.6,14,54,73.7,74.9,0.6,0.5,0.6511,0.612,0.0391,1,1,1,1986-06-07,FIFA World Cup
Northern Ireland,Spain,0,1,-652.6,-552.8,-71,-0.2,-0.2,-1.8,-1.6,-14.9,-12.0,-1222800000.0,-47030769.0,7,0.143,1,1.0,1.0,0.5,0.5,-29.2,1567.2,2219.8,73,2,70.9,85.8,0.5,0.7,0.5319,0.8819,-0.35,0,1,2,1986-06-07,FIFA World Cup
Poland,Portugal,0,1,-333.9,-325.1,-21,0.2,0.0,-1.2,-1.2,-5.8,-1.0,-1005500000.0,-38673077.0,5,0.2,0,0.333,0.75,0.625,0.125,-45.2,1684.9,2018.8,26,5,78.7,84.5,0.6,0.6,0.5929,0.793,-0.2001,2,1,0,1986-06-07,FIFA World Cup
Denmark,Uruguay,0,1,-17.8,-86.3,-5,0.0,0.2,0.8,1.3,-1.0,-6.0,-359300000.0,-13819231.0,0,0.333,0,0.333,0.286,0.529,-0.243,-36.3,1873.7,1891.5,21,16,79.3,80.3,0.5,0.3,0.5993,0.6023,-0.003,2,6,1,1986-06-08,FIFA World Cup
Germany,Scotland,0,1,254.4,250.0,29,0.6,0.2,1.7,1.2,7.4,4.0,818350000.0,31475000.0,9,0.222,0,0.333,0.75,1.0,-0.25,-5.0,2032.2,1777.8,10,39,84.8,77.4,0.7,0.5,0.813,0.597,0.216,2,2,1,1986-06-08,FIFA World Cup
Iraq,Belgium,0,1,-116.5,-320.0,-46,0.0,-0.1,-2.7,-2.1,-16.8,-17.0,-526300000.0,-20242308.0,0,0.333,0,0.333,0.733,1.0,-0.267,-9.8,1723.3,1839.8,55,9,65.9,82.7,0.4,0.5,0.5234,0.6745,-0.151,0,1,2,1986-06-08,FIFA World Cup
Hungary,France,0,1,-487.4,-414.2,-24,-0.4,-0.6,-2.6,-1.5,-10.3,-6.0,-1523000000.0,-58576923.0,20,0.6,1,0.0,1.0,0.455,0.545,-31.4,1685.8,2173.2,27,3,75.8,86.1,0.2,0.8,0.4866,0.9401,-0.4535,0,0,3,1986-06-09,FIFA World Cup
Russia,Canada,0,1,-6.9,-27.5,0,0.6,0.4,0.5,0.2,-4.0,-5.0,-196350000.0,-7551923.0,0,0.333,0,0.333,0.286,0.375,-0.089,-37.4,1767.5,1774.4,33,33,71.7,75.7,0.6,0.2,0.5905,0.5267,0.0638,2,2,0,1986-06-09,FIFA World Cup
Argentina,Bulgaria,0,1,808.8,751.8,81,0.4,0.5,2.9,1.0,15.1,11.0,807500000.0,31057692.0,5,1.0,1,1.0,0.652,1.0,-0.348,48.7,2207.0,1398.2,1,82,84.1,69.0,0.7,0.2,0.8207,0.4258,0.3949,2,2,0,1986-06-10,FIFA World Cup
South Korea,Italy,0,1,-66.4,-32.8,-12,0.0,-0.2,-0.3,-0.7,-8.6,-4.0,139050000.0,5348077.0,0,0.333,0,0.333,0.6,0.467,0.133,37.5,1766.4,1832.8,22,10,75.8,84.4,0.5,0.7,0.593,0.6541,-0.0611,0,2,3,1986-06-10,FIFA World Cup
England,Poland,0,1,445.6,365.1,22,0.2,0.3,1.7,0.8,6.5,2.0,1358200000.0,52238462.0,4,0.25,0,0.333,0.333,0.75,-0.417,32.8,2130.5,1684.9,4,26,85.2,78.7,0.9,0.6,0.9344,0.5929,0.3414,2,3,0,1986-06-11,FIFA World Cup
Mexico,Iraq,0,0,236.4,180.0,41,0.2,0.2,1.2,0.2,7.8,8.0,170650000.0,6563462.0,0,0.333,0,0.333,0.5,0.733,-0.233,15.1,1959.7,1723.3,14,55,73.7,65.9,0.6,0.4,0.6511,0.5234,0.1277,2,1,0,1986-06-11,FIFA World Cup
Paraguay,Belgium,0,1,46.8,-225.0,-45,0.0,0.0,-2.0,-1.8,-7.8,-10.0,-394350000.0,-15167308.0,1,1.0,1,1.0,0.462,1.0,-0.538,-15.2,1886.6,1839.8,54,9,74.9,82.7,0.5,0.5,0.612,0.6745,-0.0625,1,2,2,1986-06-11,FIFA World Cup
Portugal,Morocco,0,1,-20.7,90.0,2,-0.2,-0.1,0.5,1.2,4.6,0.0,557800000.0,21453846.0,0,0.333,0,0.333,0.625,0.429,0.196,17.4,2018.8,2039.5,5,7,84.5,79.9,0.6,0.7,0.793,0.7367,0.0563,0,1,3,1986-06-11,FIFA World Cup
Algeria,Spain,0,1,-417.2,-360.0,-26,0.0,0.0,-1.7,-1.7,-7.7,-6.0,-973350000.0,-37436538.0,0,0.333,0,0.333,0.467,0.5,-0.033,1.3,1802.6,2219.8,28,2,78.1,85.8,0.7,0.7,0.6686,0.8819,-0.2133,0,0,3,1986-06-12,FIFA World Cup
Northern Ireland,Brazil,0,1,-512.9,-462.8,-67,-0.2,0.0,-0.1,0.1,-14.4,-11.0,-928200000.0,-35700000.0,0,0.333,0,0.333,1.0,0.562,0.438,-35.8,1567.2,2080.1,73,6,70.9,85.3,0.5,0.5,0.5319,0.7692,-0.2374,0,0,3,1986-06-12,FIFA World Cup
Denmark,Germany,0,1,-158.5,-96.3,-11,-0.6,-0.2,-0.6,-0.1,-5.5,-6.0,-947000000.0,-36423077.0,14,0.286,0,0.333,0.286,0.75,-0.464,-33.1,1873.7,2032.2,21,10,79.3,84.8,0.5,0.7,0.5993,0.813,-0.2137,2,2,0,1986-06-13,FIFA World Cup
Scotland,Uruguay,0,1,-113.7,-240.0,-23,0.0,0.2,-0.3,0.2,-2.9,-4.0,-230650000.0,-8871154.0,3,0.333,1,0.0,1.0,0.529,0.471,1.8,1777.8,1891.5,39,16,77.4,80.3,0.5,0.3,0.597,0.6023,-0.0053,1,0,0,1986-06-13,FIFA World Cup
Mexico,Bulgaria,0,0,561.5,411.8,68,0.4,0.4,2.4,0.4,4.7,3.0,191850000.0,7378846.0,4,0.25,0,0.333,0.5,1.0,-0.5,47.6,1959.7,1398.2,14,82,73.7,69.0,0.6,0.2,0.6511,0.4258,0.2254,2,2,0,1986-06-15,FIFA World Cup
Russia,Belgium,0,1,-72.3,-182.5,-24,0.4,0.1,-1.6,-1.5,-11.0,-10.0,-547500000.0,-21057692.0,4,1.0,2,1.0,0.286,1.0,-0.714,-42.3,1767.5,1839.8,33,9,71.7,82.7,0.6,0.5,0.5905,0.6745,-0.0839,0,3,4,1986-06-15,FIFA World Cup
Argentina,Uruguay,0,1,315.5,190.0,15,0.2,0.4,0.9,0.5,3.8,-1.0,448200000.0,17238462.0,154,0.448,1,0.0,0.652,0.529,0.123,12.5,2207.0,1891.5,1,16,84.1,80.3,0.7,0.3,0.8207,0.6023,0.2184,2,1,0,1986-06-16,FIFA World Cup
Brazil,Poland,0,1,395.2,345.1,20,0.0,-0.1,0.0,-0.3,6.6,1.0,928200000.0,35700000.0,8,0.75,3,0.667,0.562,0.75,-0.188,35.8,2080.1,1684.9,6,26,85.3,78.7,0.5,0.6,0.7692,0.5929,0.1763,2,4,0,1986-06-16,FIFA World Cup
Italy,France,0,1,-340.4,-267.2,-7,-0.2,-0.1,-0.7,-0.4,-1.7,-2.0,-1523000000.0,-58576923.0,28,0.607,2,1.0,0.467,0.455,0.012,-31.4,1832.8,2173.2,10,3,84.4,86.1,0.7,0.8,0.6541,0.9401,-0.286,0,0,2,1986-06-17,FIFA World Cup
Morocco,Germany,0,1,7.3,-50.0,3,-0.4,0.0,-0.3,-0.8,-4.9,0.0,-499300000.0,-19203846.0,3,0.0,1,0.0,0.429,0.75,-0.321,-5.3,2039.5,2032.2,7,10,79.9,84.8,0.7,0.7,0.7367,0.813,-0.0763,0,0,1,1986-06-17,FIFA World Cup
Denmark,Spain,0,1,-346.1,-246.3,-19,-0.2,-0.2,-1.3,-0.7,-6.5,-7.0,-1222800000.0,-47030769.0,7,0.143,0,0.333,0.286,0.5,-0.214,-29.2,1873.7,2219.8,21,2,79.3,85.8,0.5,0.7,0.5993,0.8819,-0.2825,0,1,5,1986-06-18,FIFA World Cup
England,Paraguay,0,1,243.9,325.0,50,0.4,0.4,2.2,1.4,10.3,11.0,1205050000.0,46348077.0,0,0.333,0,0.333,0.333,0.462,-0.129,5.7,2130.5,1886.6,4,54,85.2,74.9,0.9,0.5,0.9344,0.612,0.3224,2,3,0,1986-06-18,FIFA World Cup
Brazil,France,0,1,-93.1,-70.0,-3,-0.2,-0.3,-1.1,-1.3,-0.8,-2.0,-594800000.0,-22876923.0,6,0.667,1,1.0,0.562,0.455,0.107,4.5,2080.1,2173.2,6,3,85.3,86.1,0.5,0.8,0.7692,0.9401,-0.1709,1,1,1,1986-06-21,FIFA World Cup
Mexico,Germany,0,0,-72.5,-160.0,-4,-0.4,-0.1,-1.0,-1.5,-11.1,-9.0,-755150000.0,-29044231.0,5,0.2,1,0.0,0.5,0.75,-0.25,14.5,1959.7,2032.2,14,10,73.7,84.8,0.6,0.7,0.6511,0.813,-0.1619,1,0,0,1986-06-21,FIFA World Cup
Argentina,England,0,1,76.5,100.0,3,-0.2,-0.2,-1.2,-0.9,-1.1,-2.0,-550700000.0,-21180769.0,9,0.222,2,0.0,0.652,0.333,0.319,15.9,2207.0,2130.5,1,4,84.1,85.2,0.7,0.9,0.8207,0.9344,-0.1137,2,2,1,1986-06-22,FIFA World Cup
Spain,Belgium,0,1,380.0,170.0,7,0.2,0.2,0.2,0.2,3.1,1.0,675300000.0,25973077.0,13,0.308,0,0.333,0.5,1.0,-0.5,-13.2,2219.8,1839.8,2,9,85.8,82.7,0.7,0.5,0.8819,0.6745,0.2074,1,1,1,1986-06-22,FIFA World Cup
Argentina,Belgium,0,1,367.2,200.0,8,0.2,0.2,-1.0,-1.3,1.4,-1.0,260000000.0,10000000.0,3,0.667,1,0.0,0.652,1.0,-0.348,6.4,2207.0,1839.8,1,9,84.1,82.7,0.7,0.5,0.8207,0.6745,0.1462,2,2,0,1986-06-25,FIFA World Cup
France,Germany,0,1,141.0,130.0,7,-0.2,0.1,0.1,0.2,1.3,2.0,576000000.0,22153846.0,16,0.375,2,0.5,0.455,0.75,-0.295,-1.7,2173.2,2032.2,3,10,86.1,84.8,0.8,0.7,0.9401,0.813,0.1271,0,0,2,1986-06-25,FIFA World Cup
France,Belgium,0,1,333.4,150.0,6,0.4,0.3,-0.4,-0.2,3.4,2.0,975500000.0,37519231.0,64,0.312,1,1.0,0.455,1.0,-0.545,-11.0,2173.2,1839.8,3,9,86.1,82.7,0.8,0.5,0.9401,0.6745,0.2657,2,4,2,1986-06-28,FIFA World Cup
Argentina,Germany,0,1,174.8,180.0,9,-0.4,0.0,-0.5,-0.9,-0.7,-1.0,-139500000.0,-5365385.0,8,0.375,2,0.0,0.652,0.75,-0.098,15.7,2207.0,2032.2,1,10,84.1,84.8,0.7,0.7,0.8207,0.813,0.0077,2,3,2,1986-06-29,FIFA World Cup
Argentina,Cameroon,0,1,464.8,407.8,48,0.0,0.2,0.8,0.6,7.9,3.0,807500000.0,31057692.0,0,0.333,0,0.333,0.652,0.5,0.152,48.7,2207.0,1742.2,1,49,84.1,76.2,0.7,0.5,0.8207,0.5715,0.2492,0,0,1,1990-06-08,FIFA World Cup
Italy,Austria,0,0,-13.2,2.8,14,0.2,0.0,-0.7,-0.1,6.1,7.0,-244600000.0,-9407692.0,33,0.424,2,1.0,0.467,0.0,0.467,-39.2,1832.8,1846.0,10,24,84.4,78.3,0.7,0.7,0.6541,0.6753,-0.0212,2,1,0,1990-06-09,FIFA World Cup
Russia,Romania,0,1,147.8,147.8,14,0.4,0.1,-0.5,-0.8,-2.7,0.0,0.0,0.0,7,0.571,0,0.333,0.286,0.25,0.036,0.0,1767.5,1619.7,33,47,71.7,74.4,0.6,0.5,0.5905,0.548,0.0425,0,0,2,1990-06-09,FIFA World Cup
United Arab Emirates,Colombia,0,1,-419.6,-308.8,-56,-0.6,0.0,0.0,-0.3,-13.1,-12.0,-302350000.0,-11628846.0,0,0.333,0,0.333,0.455,0.583,-0.128,-40.7,1681.2,2100.8,69,13,65.9,79.0,0.4,0.4,0.5139,0.6501,-0.1362,0,0,2,1990-06-09,FIFA World Cup
Brazil,Sweden,0,1,340.8,215.0,19,0.0,0.2,1.2,-0.1,6.2,1.0,522125000.0,20081731.0,9,0.556,4,0.75,0.562,0.667,-0.105,15.4,2080.1,1739.3,6,25,85.3,79.1,0.5,0.3,0.7692,0.5816,0.1876,2,2,1,1990-06-10,FIFA World Cup
